ENSMUSG00002076544	ENSMUSG00002076544	chr1
ENSMUSG00000103519.2	Gm37429	chr1
ENSMUSG00000033774.5	Npbwr1	chr1
ENSMUSG00000103090.2	Gm19214	chr1
ENSMUSG00000025907.15	Rb1cc1	chr1
ENSMUSG00000090031.3	4732440D04Rik	chr1
ENSMUSG00000087247.4	Alkal1	chr1
ENSMUSG00000103355.2	Gm2147	chr1
ENSMUSG00000102706.2	Gm7417	chr1
ENSMUSG00000103845.2	Gm19026	chr1
ENSMUSG00000033740.18	St18	chr1
ENSMUSG00000103329.3	Gm42492	chr1
ENSMUSG00000104385.2	Gm7449	chr1
ENSMUSG00000102135.2	Gm37108	chr1
ENSMUSG00000103282.2	Gm37275	chr1
ENSMUSG00000102534.2	Gm37225	chr1
ENSMUSG00000102213.2	Gm37489	chr1
ENSMUSG00000103629.2	Gm5694	chr1
ENSMUSG00000051285.18	Pcmtd1	chr1
ENSMUSG00000098201.2	Gm26983	chr1
ENSMUSG00000103509.2	Gm38372	chr1
ENSMUSG00000048538.8	Gm9826	chr1
ENSMUSG00000103709.2	Nras-ps2	chr1
ENSMUSG00000077244.3	Gm23274	chr1
ENSMUSG00000102768.2	Gm19002	chr1
ENSMUSG00000097797.7	Gm26901	chr1
ENSMUSG00000103498.2	Gm18984	chr1
ENSMUSG00000103067.2	Gm30414	chr1
ENSMUSG00000102320.2	Gm37791	chr1
ENSMUSG00000104226.2	Gm7470	chr1
ENSMUSG00000103903.2	Rps2-ps2	chr1
ENSMUSG00000103557.2	Gm38216	chr1
ENSMUSG00000025909.17	Sntg1	chr1
ENSMUSG00000102647.2	Gm38024	chr1
ENSMUSG00000086235.2	Gm16284	chr1
ENSMUSG00000102253.2	Gm38259	chr1
ENSMUSG00002074990	ENSMUSG00002074990	chr1
ENSMUSG00000103884.2	Gm37005	chr1
ENSMUSG00000084353.2	Gm15452	chr1
ENSMUSG00000103933.2	Gm36964	chr1
ENSMUSG00002075967	ENSMUSG00002075967	chr1
ENSMUSG00000086195.2	Gm6152	chr1
ENSMUSG00000104504.2	Gm7445	chr1
ENSMUSG00000066693.3	Gm7493	chr1
ENSMUSG00000102316.2	Gm37629	chr1
ENSMUSG00000103819.2	Gm38008	chr1
ENSMUSG00000102871.2	Gm37143	chr1
ENSMUSG00000101571.3	Gm6187	chr1
ENSMUSG00000104428.2	Gm18299	chr1
ENSMUSG00000102272.2	Gm7512	chr1
ENSMUSG00000065625.3	Gm24765	chr1
ENSMUSG00000103411.2	Gm18300	chr1
ENSMUSG00000061024.9	Rrs1	chr1
ENSMUSG00000025911.15	Adhfe1	chr1
ENSMUSG00000079671.9	2610203C22Rik	chr1
ENSMUSG00000081441.4	Gm6161	chr1
ENSMUSG00000067879.4	Vxn	chr1
ENSMUSG00000099827.2	Gm29520	chr1
ENSMUSG00000025912.17	Mybl1	chr1
ENSMUSG00000045210.9	Vcpip1	chr1
ENSMUSG00000097893.9	1700034P13Rik	chr1
ENSMUSG00000025915.15	Sgk3	chr1
ENSMUSG00000046334.5	Gm6195	chr1
ENSMUSG00002075801.1	U6	chr1
ENSMUSG00000046101.17	Mcmdc2	chr1
ENSMUSG00000098234.8	Snhg6	chr1
ENSMUSG00000093178.3	Snord87	chr1
ENSMUSG00000099032.3	Tcf24	chr1
ENSMUSG00000104025.2	E330040D14Rik	chr1
ENSMUSG00000025916.11	Ppp1r42	chr1
ENSMUSG00000087199.2	Gm15818	chr1
ENSMUSG00000119658.1	U6	chr1
ENSMUSG00000025917.10	Cops5	chr1
ENSMUSG00000056763.17	Cspp1	chr1
ENSMUSG00000102356.2	1700047N06Rik	chr1
ENSMUSG00000067851.12	Arfgef1	chr1
ENSMUSG00002076532.1	7SK	chr1
ENSMUSG00000102556.2	Gm37569	chr1
ENSMUSG00000042501.13	Cpa6	chr1
ENSMUSG00000103810.2	Gm38005	chr1
ENSMUSG00000083422.2	Gm15604	chr1
ENSMUSG00000119312.1	U6	chr1
ENSMUSG00000081417.2	Gm15603	chr1
ENSMUSG00000103448.2	Gm37133	chr1
ENSMUSG00000100212.2	Gm5522	chr1
ENSMUSG00000100648.2	Gm28659	chr1
ENSMUSG00002076499.1	SNORA66	chr1
ENSMUSG00000048960.14	Prex2	chr1
ENSMUSG00000077318.3	Gm24173	chr1
ENSMUSG00000101827.2	Gm28686	chr1
ENSMUSG00000103494.2	Gm37410	chr1
ENSMUSG00000057715.14	A830018L16Rik	chr1
ENSMUSG00000103825.2	Gm38178	chr1
ENSMUSG00000099845.2	Gm29273	chr1
ENSMUSG00000103561.2	Gm38069	chr1
ENSMUSG00000101610.2	Gm7560	chr1
ENSMUSG00000118923.1	U6	chr1
ENSMUSG00000098555.3	Mir6341	chr1
ENSMUSG00000097628.2	Gm2383	chr1
ENSMUSG00000098163.2	Gm6216	chr1
ENSMUSG00000097171.2	Gm17644	chr1
ENSMUSG00000101314.2	Gm29663	chr1
ENSMUSG00000016918.16	Sulf1	chr1
ENSMUSG00000025938.17	Slco5a1	chr1
ENSMUSG00000104518.2	Gm37162	chr1
ENSMUSG00000069620.7	Gm5250	chr1
ENSMUSG00000099498.2	Gm29283	chr1
ENSMUSG00000042414.8	Prdm14	chr1
ENSMUSG00000005886.15	Ncoa2	chr1
ENSMUSG00000103506.2	Gm38376	chr1
ENSMUSG00000103495.2	Gm37409	chr1
ENSMUSG00002076346	ENSMUSG00002076346	chr1
ENSMUSG00000102639.2	Gm38223	chr1
ENSMUSG00000104170.2	Gm37702	chr1
ENSMUSG00000087782.3	Gm23169	chr1
ENSMUSG00000103085.2	Gm38120	chr1
ENSMUSG00000102664.2	Gm38380	chr1
ENSMUSG00000101476.2	Gm29570	chr1
ENSMUSG00000101171.2	Gm7593	chr1
ENSMUSG00000025935.11	Tram1	chr1
ENSMUSG00000025937.7	Lactb2	chr1
ENSMUSG00000102982.2	Gm38319	chr1
ENSMUSG00000067813.4	Xkr9	chr1
ENSMUSG00000077368.3	Gm26273	chr1
ENSMUSG00000097711.2	Gm5523	chr1
ENSMUSG00000102166.2	Gm36947	chr1
ENSMUSG00002075174.1	7SK	chr1
ENSMUSG00000104209.2	Gm37400	chr1
ENSMUSG00000025932.15	Eya1	chr1
ENSMUSG00002075819	ENSMUSG00002075819	chr1
ENSMUSG00000102588.2	Gm37444	chr1
ENSMUSG00000054493.3	Gm9947	chr1
ENSMUSG00000025930.7	Msc	chr1
ENSMUSG00000103492.2	Gm37412	chr1
ENSMUSG00000081201.2	Smt3h2-ps4	chr1
ENSMUSG00000082193.2	Rpl5-ps1	chr1
ENSMUSG00000032769.6	Trpa1	chr1
ENSMUSG00000088159.3	Gm26345	chr1
ENSMUSG00000073737.4	Gm10566	chr1
ENSMUSG00000092083.5	Kcnb2	chr1
ENSMUSG00000102937.2	Gm38116	chr1
ENSMUSG00000104149.2	Gm37138	chr1
ENSMUSG00000088829.3	Gm25227	chr1
ENSMUSG00000077377.3	Gm25168	chr1
ENSMUSG00000101652.2	Gm6060	chr1
ENSMUSG00000100814.2	Gm28669	chr1
ENSMUSG00000025925.15	Terf1	chr1
ENSMUSG00000104379.2	Gm37509	chr1
ENSMUSG00000032719.5	Sbspon	chr1
ENSMUSG00002076565.1	7SK	chr1
ENSMUSG00000100652.2	Gm7634	chr1
ENSMUSG00000067795.14	4930444P10Rik	chr1
ENSMUSG00000043716.14	Rpl7	chr1
ENSMUSG00000025921.8	Rdh10	chr1
ENSMUSG00000104165.2	Gm38249	chr1
ENSMUSG00000100868.2	Gm28095	chr1
ENSMUSG00000025920.20	Stau2	chr1
ENSMUSG00000089982.8	Gm7568	chr1
ENSMUSG00000025939.20	Ube2w	chr1
ENSMUSG00000102457.2	Gm38342	chr1
ENSMUSG00000079658.10	Eloc	chr1
ENSMUSG00000097744.2	D030040B21Rik	chr1
ENSMUSG00000100959.2	Idi1-ps5	chr1
ENSMUSG00000025940.7	Tmem70	chr1
ENSMUSG00000025779.11	Ly96	chr1
ENSMUSG00000100093.2	Gm29649	chr1
ENSMUSG00000091020.4	Gm5828	chr1
ENSMUSG00000101640.2	Gm28376	chr1
ENSMUSG00000104133.2	4921511E07Rik	chr1
ENSMUSG00000042686.6	Jph1	chr1
ENSMUSG00000100110.2	Gm28783	chr1
ENSMUSG00000025777.9	Gdap1	chr1
ENSMUSG00000099899.2	Gm28784	chr1
ENSMUSG00000100272.2	Gm28785	chr1
ENSMUSG00000100398.2	Gm5251	chr1
ENSMUSG00000101589.2	Rbm6-ps1	chr1
ENSMUSG00000102048.2	Gm6075	chr1
ENSMUSG00000089534.3	Gm25166	chr1
ENSMUSG00000067780.4	Pi15	chr1
ENSMUSG00000100053.2	Gm28154	chr1
ENSMUSG00000085125.8	Gm16070	chr1
ENSMUSG00000025776.14	Crispld1	chr1
ENSMUSG00000099895.2	Gm28153	chr1
ENSMUSG00000100554.2	Gm7690	chr1
ENSMUSG00000099473.2	Gm18775	chr1
ENSMUSG00000099591.2	Gm17969	chr1
ENSMUSG00000109887.2	Gm28756	chr1
ENSMUSG00000102001.2	Gm28755	chr1
ENSMUSG00000101717.3	Gm45784	chr1
ENSMUSG00000025774.15	Crisp4	chr1
ENSMUSG00000070977.5	Defb44-ps	chr1
ENSMUSG00000073735.2	Defb18	chr1
ENSMUSG00000067773.7	Defb41	chr1
ENSMUSG00000101685.2	Gm17837	chr1
ENSMUSG00000101306.2	Gm5252	chr1
ENSMUSG00000088800.4	Gm24075	chr1
ENSMUSG00000101644.2	Gm28343	chr1
ENSMUSG00000099433.2	Gm28344	chr1
ENSMUSG00000089787.3	Gm15825	chr1
ENSMUSG00000042596.8	Tfap2d	chr1
ENSMUSG00000100720.2	Gm10075	chr1
ENSMUSG00000025927.14	Tfap2b	chr1
ENSMUSG00000100538.2	Gm28340	chr1
ENSMUSG00000101117.2	Gm28341	chr1
ENSMUSG00000100204.2	Gm4849	chr1
ENSMUSG00002076883.1	SNORD29	chr1
ENSMUSG00000102597.2	Gm38382	chr1
ENSMUSG00000043760.17	Pkhd1	chr1
ENSMUSG00000104095.2	Gm37315	chr1
ENSMUSG00000089914.3	4930486I03Rik	chr1
ENSMUSG00000090142.3	Gm15795	chr1
ENSMUSG00000070175.3	Gm24162	chr1
ENSMUSG00000099906.3	Gm28653	chr1
ENSMUSG00000065559.3	Mir206	chr1
ENSMUSG00000065480.3	Mir133b	chr1
ENSMUSG00000025929.5	Il17a	chr1
ENSMUSG00000041872.10	Il17f	chr1
ENSMUSG00000041859.11	Mcm3	chr1
ENSMUSG00000099714.2	Gm20587	chr1
ENSMUSG00000102121.2	Gm28065	chr1
ENSMUSG00000088858.3	Gm24723	chr1
ENSMUSG00000097934.2	6720483E21Rik	chr1
ENSMUSG00000025931.16	Paqr8	chr1
ENSMUSG00000077314.3	Gm24171	chr1
ENSMUSG00000100929.2	Gm28064	chr1
ENSMUSG00000041809.6	Efhc1	chr1
ENSMUSG00000041779.6	Tram2	chr1
ENSMUSG00000099971.2	Gm28287	chr1
ENSMUSG00000100819.2	Gm2693	chr1
ENSMUSG00000025933.16	Tmem14a	chr1
ENSMUSG00000102633.2	Gm38224	chr1
ENSMUSG00000025934.16	Gsta3	chr1
ENSMUSG00000099343.2	Gm28836	chr1
ENSMUSG00000096375.3	Gm7094	chr1
ENSMUSG00000025936.16	Gm4956	chr1
ENSMUSG00000093963.2	Gm21909	chr1
ENSMUSG00000067750.4	Khdc1a	chr1
ENSMUSG00000086194.2	Gm16329	chr1
ENSMUSG00000094436.2	Gm16327	chr1
ENSMUSG00000041722.8	Khdc1c	chr1
ENSMUSG00000085507.2	Gm2709	chr1
ENSMUSG00000094926.2	Gm16533	chr1
ENSMUSG00000085079.4	Khdc1b	chr1
ENSMUSG00000085679.3	Gm16328	chr1
ENSMUSG00000028033.17	Kcnq5	chr1
ENSMUSG00000104138.2	Gm36949	chr1
ENSMUSG00000082935.4	Gm7658	chr1
ENSMUSG00000103748.2	Gm38243	chr1
ENSMUSG00000099692.2	Gm5696	chr1
ENSMUSG00000100418.2	Gm28239	chr1
ENSMUSG00000041670.20	Rims1	chr1
ENSMUSG00000097642.2	Gm26866	chr1
ENSMUSG00000101468.2	Gm7761	chr1
ENSMUSG00000101227.2	Gm29506	chr1
ENSMUSG00000073730.3	Ppp1r14bl	chr1
ENSMUSG00000089553.3	Gm24176	chr1
ENSMUSG00000102766.2	Gm6420	chr1
ENSMUSG00000065405.5	Mir30a	chr1
ENSMUSG00000097970.2	Gm27028	chr1
ENSMUSG00000065567.3	Mir30c-2	chr1
ENSMUSG00000100775.2	Gm29107	chr1
ENSMUSG00000101226.2	Gm20954	chr1
ENSMUSG00000026158.12	Ogfrl1	chr1
ENSMUSG00000097920.2	Gm7784	chr1
ENSMUSG00000099503.2	Gm28822	chr1
ENSMUSG00000026156.9	B3gat2	chr1
ENSMUSG00000026155.14	Smap1	chr1
ENSMUSG00000026154.5	Sdhaf4	chr1
ENSMUSG00000102495.2	Gm26524	chr1
ENSMUSG00000026153.16	Fam135a	chr1
ENSMUSG00000102398.2	Gm37580	chr1
ENSMUSG00000097670.2	Gm26607	chr1
ENSMUSG00000026147.17	Col9a1	chr1
ENSMUSG00000026141.14	Col19a1	chr1
ENSMUSG00000077463.3	Gm26418	chr1
ENSMUSG00000099997.2	Tubb4b-ps2	chr1
ENSMUSG00000100131.2	Gm28439	chr1
ENSMUSG00000067736.3	Gm10222	chr1
ENSMUSG00000101939.2	Gm28438	chr1
ENSMUSG00000101111.2	Gm28437	chr1
ENSMUSG00000100862.2	Gm10925	chr1
ENSMUSG00000102070.2	Gm28661	chr1
ENSMUSG00000101249.2	Gm29216	chr1
ENSMUSG00000073725.9	Lmbrd1	chr1
ENSMUSG00000100808.2	Gm28594	chr1
ENSMUSG00000100483.2	Gm28237	chr1
ENSMUSG00000100450.2	Gm9443	chr1
ENSMUSG00000099392.2	Gm29414	chr1
ENSMUSG00000033569.18	Adgrb3	chr1
ENSMUSG00000080849.2	Gm15702	chr1
ENSMUSG00000104257.2	Gm20172	chr1
ENSMUSG00000119153.1	U6	chr1
ENSMUSG00000102296.2	Gm37543	chr1
ENSMUSG00000103209.2	Gm37331	chr1
ENSMUSG00000104027.2	Gm37211	chr1
ENSMUSG00000102407.2	Gm37862	chr1
ENSMUSG00000103214.2	Gm38286	chr1
ENSMUSG00000104100.2	Gm37880	chr1
ENSMUSG00000084740.3	Gm25294	chr1
ENSMUSG00000103889.2	Gm37011	chr1
ENSMUSG00000101301.2	Gm29214	chr1
ENSMUSG00000104221.2	Gm37051	chr1
ENSMUSG00000102250.2	Gm38260	chr1
ENSMUSG00000102317.2	Gm37628	chr1
ENSMUSG00000103563.2	8030445P17Rik	chr1
ENSMUSG00000102465.2	Gm38198	chr1
ENSMUSG00000102659.2	Gm37077	chr1
ENSMUSG00000103924.2	Gm37895	chr1
ENSMUSG00000104132.2	Gm36952	chr1
ENSMUSG00000102747.2	Gm37602	chr1
ENSMUSG00000102386.2	2900022M07Rik	chr1
ENSMUSG00000103004.2	2900002M20Rik	chr1
ENSMUSG00000104516.2	Gm9884	chr1
ENSMUSG00000101618.2	Gm18443	chr1
ENSMUSG00000099458.2	Gm19123	chr1
ENSMUSG00000088111.3	Gm24064	chr1
ENSMUSG00000073722.4	4931408C20Rik	chr1
ENSMUSG00000119695.1	5S_rRNA	chr1
ENSMUSG00000100310.2	Gm19641	chr1
ENSMUSG00000101514.2	Gm5524	chr1
ENSMUSG00000101033.2	Gm18776	chr1
ENSMUSG00000101372.2	Gm19028	chr1
ENSMUSG00000103241.2	Gm38089	chr1
ENSMUSG00000086240.5	Gm7846	chr1
ENSMUSG00000048411.5	Gm597	chr1
ENSMUSG00000081557.3	Gm5697	chr1
ENSMUSG00000058590.3	Gm6462	chr1
ENSMUSG00000101235.2	Gm18033	chr1
ENSMUSG00002075209.1	Y_RNA	chr1
ENSMUSG00002076857	ENSMUSG00002076857	chr1
ENSMUSG00002074912	ENSMUSG00002074912	chr1
ENSMUSG00000099257.3	Mir6342	chr1
ENSMUSG00000099492.2	Gm5525	chr1
ENSMUSG00000118548.2	Gm53035	chr1
ENSMUSG00000101726.2	Gm7858	chr1
ENSMUSG00002075317	ENSMUSG00002075317	chr1
ENSMUSG00002075289	ENSMUSG00002075289	chr1
ENSMUSG00000053185.3	Gm9898	chr1
ENSMUSG00000100261.2	Gm6473	chr1
ENSMUSG00000101180.2	Gm2914	chr1
ENSMUSG00000048874.16	Phf3	chr1
ENSMUSG00000103783.2	Gm37522	chr1
ENSMUSG00000104315.2	Gm37906	chr1
ENSMUSG00000026064.17	Ptp4a1	chr1
ENSMUSG00000117310.3	Ptp4a1	chr1
ENSMUSG00000117091.2	Gm5698	chr1
ENSMUSG00000086726.4	Gm9458	chr1
ENSMUSG00000086727.9	4931428L18Rik	chr1
ENSMUSG00000100237.2	Gm28644	chr1
ENSMUSG00002076113.1	5S_rRNA	chr1
ENSMUSG00000100910.2	Gm29128	chr1
ENSMUSG00000099796.2	Gm7893	chr1
ENSMUSG00000050217.14	Lgsn	chr1
ENSMUSG00000026063.5	Dnaaf6	chr1
ENSMUSG00000077664.3	Gm26145	chr1
ENSMUSG00000100205.2	Gm4850	chr1
ENSMUSG00000100592.2	Gm28645	chr1
ENSMUSG00000094215.3	Gm6489	chr1
ENSMUSG00000101093.2	Eef1a1-ps2	chr1
ENSMUSG00000070960.5	Gm19680	chr1
ENSMUSG00000088620.3	Gm23032	chr1
ENSMUSG00000082159.3	Gm7910	chr1
ENSMUSG00000026058.12	Khdrbs2	chr1
ENSMUSG00000064688.3	Gm25814	chr1
ENSMUSG00000103482.2	Gm37999	chr1
ENSMUSG00000104498.2	Gm37110	chr1
ENSMUSG00000104313.2	Gm37911	chr1
ENSMUSG00000102865.2	Gm9839	chr1
ENSMUSG00000102321.2	Gm37792	chr1
ENSMUSG00000091318.3	Gm5415	chr1
ENSMUSG00000089489.3	Gm24732	chr1
ENSMUSG00000104433.2	Gm37426	chr1
ENSMUSG00002076392.1	7SK	chr1
ENSMUSG00000102926.2	Gm37151	chr1
ENSMUSG00000100497.2	Gm28624	chr1
ENSMUSG00000102917.2	Gm37724	chr1
ENSMUSG00000100481.2	Gm7114	chr1
ENSMUSG00000100590.2	Gm4785	chr1
ENSMUSG00000088750.3	Gm24901	chr1
ENSMUSG00000104230.2	Gm37591	chr1
ENSMUSG00000101754.3	Gm2987	chr1
ENSMUSG00000065223.4	Gm25792	chr1
ENSMUSG00000100318.3	Gm18799	chr1
ENSMUSG00000101612.3	Gm7933	chr1
ENSMUSG00000065260.3	Gm23453	chr1
ENSMUSG00000026134.12	Prim2	chr1
ENSMUSG00000101682.2	Gm29228	chr1
ENSMUSG00000102714.2	Gm37618	chr1
ENSMUSG00000102093.2	Gm17813	chr1
ENSMUSG00000103746.2	1700001G17Rik	chr1
ENSMUSG00000102198.2	Gm38173	chr1
ENSMUSG00000004768.15	Rab23	chr1
ENSMUSG00000042215.9	Bag2	chr1
ENSMUSG00000103072.2	Gm37905	chr1
ENSMUSG00000042197.14	Zfp451	chr1
ENSMUSG00000081402.5	Gm15455	chr1
ENSMUSG00000042182.17	Bend6	chr1
ENSMUSG00000104416.2	Gm37067	chr1
ENSMUSG00000026131.21	Dst	chr1
ENSMUSG00000103596.2	Gm37354	chr1
ENSMUSG00000099382.2	Gm28631	chr1
ENSMUSG00000084506.3	Gm23792	chr1
ENSMUSG00000103364.2	Gm38157	chr1
ENSMUSG00000105982.3	Mir6896	chr1
ENSMUSG00000096992.4	Gm26788	chr1
ENSMUSG00000103001.2	A930005N03Rik	chr1
ENSMUSG00000104397.2	Gm37958	chr1
ENSMUSG00000102839.2	Gm37385	chr1
ENSMUSG00000101206.2	Gm5266	chr1
ENSMUSG00000101462.3	Gm3052	chr1
ENSMUSG00000102336.2	Gm37233	chr1
ENSMUSG00000092852.3	Mir5103	chr1
ENSMUSG00000042111.10	Ccdc115	chr1
ENSMUSG00000101711.2	Gm28306	chr1
ENSMUSG00000026127.14	Imp4	chr1
ENSMUSG00000026126.16	Ptpn18	chr1
ENSMUSG00000100280.3	Gm28417	chr1
ENSMUSG00000101223.7	4930568A12Rik	chr1
ENSMUSG00000026125.10	Prss39	chr1
ENSMUSG00000101116.2	Gm28416	chr1
ENSMUSG00000026124.5	Cfc1	chr1
ENSMUSG00000101803.2	Gm28419	chr1
ENSMUSG00000037529.14	Prss40	chr1
ENSMUSG00000045815.5	1700101I19Rik	chr1
ENSMUSG00000045174.11	Amer3	chr1
ENSMUSG00000100524.2	Gm28418	chr1
ENSMUSG00000102499.2	Gm36984	chr1
ENSMUSG00000103521.2	Gm29730	chr1
ENSMUSG00000104098.2	AA619741	chr1
ENSMUSG00000037509.22	Arhgef4	chr1
ENSMUSG00000102537.2	Gm37224	chr1
ENSMUSG00000102612.2	Gm37845	chr1
ENSMUSG00000118272.2	RP23-348C6.8	chr1
ENSMUSG00000104002.3	Gm38336	chr1
ENSMUSG00000037503.13	Fam168b	chr1
ENSMUSG00000104358.2	Gm37127	chr1
ENSMUSG00000026123.12	Plekhb2	chr1
ENSMUSG00000103716.2	Gm19430	chr1
ENSMUSG00000103548.2	Gm37670	chr1
ENSMUSG00000103760.2	Gm8009	chr1
ENSMUSG00000103997.2	Gm38027	chr1
ENSMUSG00000077231.3	Gm25096	chr1
ENSMUSG00000104417.2	Gm37068	chr1
ENSMUSG00000064601.3	Gm25634	chr1
ENSMUSG00000101714.2	Gm28415	chr1
ENSMUSG00000102531.2	1110002O04Rik	chr1
ENSMUSG00000103096.2	Gm8022	chr1
ENSMUSG00000102279.2	Gm37146	chr1
ENSMUSG00000103708.2	Gm33222	chr1
ENSMUSG00000104201.2	4930535G08Rik	chr1
ENSMUSG00000102434.2	Gm38049	chr1
ENSMUSG00000045216.8	Hs6st1	chr1
ENSMUSG00000104523.2	Gm37335	chr1
ENSMUSG00000102202.2	Gm33280	chr1
ENSMUSG00000037470.15	Uggt1	chr1
ENSMUSG00000098752.3	Mir6897	chr1
ENSMUSG00000047180.9	Neurl3	chr1
ENSMUSG00000037447.17	Arid5a	chr1
ENSMUSG00000102762.2	4930403P22Rik	chr1
ENSMUSG00000010453.13	Kansl3	chr1
ENSMUSG00000098680.3	Mir6898	chr1
ENSMUSG00000037432.16	Fer1l5	chr1
ENSMUSG00000001143.14	Lman2l	chr1
ENSMUSG00000037408.11	Cnnm4	chr1
ENSMUSG00000104316.2	Gm37909	chr1
ENSMUSG00002075980	ENSMUSG00002075980	chr1
ENSMUSG00000001138.14	Cnnm3	chr1
ENSMUSG00000102845.2	Gm38033	chr1
ENSMUSG00000067653.13	Ankrd23	chr1
ENSMUSG00000109510.2	Gm42417	chr1
ENSMUSG00000079610.10	Ankrd39	chr1
ENSMUSG00000026121.14	Sema4c	chr1
ENSMUSG00000087589.4	D430040D24Rik	chr1
ENSMUSG00000046337.18	Fam178b	chr1
ENSMUSG00000089906.2	Gm6428	chr1
ENSMUSG00002075377	ENSMUSG00002075377	chr1
ENSMUSG00000061518.12	Cox5b	chr1
ENSMUSG00000037351.10	Actr1b	chr1
ENSMUSG00000102416.5	4933424G06Rik	chr1
ENSMUSG00000104237.2	Gm33533	chr1
ENSMUSG00000026117.11	Zap70	chr1
ENSMUSG00000097291.2	Gm18828	chr1
ENSMUSG00000026116.12	Tmem131	chr1
ENSMUSG00000103016.2	Gm37506	chr1
ENSMUSG00000102930.2	Gm38115	chr1
ENSMUSG00000103159.2	F830112A20Rik	chr1
ENSMUSG00000080054.4	Rpl12-ps1	chr1
ENSMUSG00000119706.1	5S_rRNA	chr1
ENSMUSG00000050122.20	Vwa3b	chr1
ENSMUSG00000103603.2	Gm37020	chr1
ENSMUSG00000026114.15	Cnga3	chr1
ENSMUSG00000102231.2	1700074A21Rik	chr1
ENSMUSG00000026113.18	Inpp4a	chr1
ENSMUSG00000086064.2	4930439A04Rik	chr1
ENSMUSG00000102879.2	Gm37135	chr1
ENSMUSG00000026112.8	Coa5	chr1
ENSMUSG00000026111.16	Unc50	chr1
ENSMUSG00000026110.16	Mgat4a	chr1
ENSMUSG00000103948.2	4930594C11Rik	chr1
ENSMUSG00000087233.2	Gm43213	chr1
ENSMUSG00000026090.17	Cracdl	chr1
ENSMUSG00000089767.2	4930556I23Rik	chr1
ENSMUSG00000104365.2	4930470B04Rik	chr1
ENSMUSG00000102650.2	Gm19863	chr1
ENSMUSG00000060771.16	Tsga10	chr1
ENSMUSG00000097268.2	Gm26805	chr1
ENSMUSG00000037216.6	Lipt1	chr1
ENSMUSG00000026088.16	Mitd1	chr1
ENSMUSG00000026087.12	Mrpl30	chr1
ENSMUSG00000061584.7	Lyg2	chr1
ENSMUSG00000087374.2	Gm15457	chr1
ENSMUSG00000026085.12	Lyg1	chr1
ENSMUSG00002076708.1	7SK	chr1
ENSMUSG00000058407.13	Txndc9	chr1
ENSMUSG00000026083.13	Eif5b	chr1
ENSMUSG00000026082.12	Rev1	chr1
ENSMUSG00000103804.2	Gm37062	chr1
ENSMUSG00000102716.2	Gm5099	chr1
ENSMUSG00000037138.19	Aff3	chr1
ENSMUSG00000085391.2	Gm16150	chr1
ENSMUSG00000085280.2	Gm16151	chr1
ENSMUSG00000087131.8	Gm16152	chr1
ENSMUSG00000102984.2	Gm34727	chr1
ENSMUSG00000102541.2	Gm38135	chr1
ENSMUSG00000103531.2	2610300A13Rik	chr1
ENSMUSG00000048814.12	Lonrf2	chr1
ENSMUSG00000026080.14	Chst10	chr1
